Date,Time,avg(temp),avg(humidity),max(pir),max(nearPir),min(ch1),max(ch1),min(ch2),max(ch2),min(als),max(als),min(tp0),max(tp0),min(tp1),max(tp1),min(tp2),max(tp2),min(tp3),max(tp3)
2019-12-01,00:00,22.06,20.60,406.00,,,,,,3.00,3.00,-48.00,44.00,-51.00,61.00,-63.00,67.00,-54.00,51.00
2019-12-01,00:15,21.80,20.39,24.00,,,,,,3.00,3.00,-49.00,51.00,-46.00,52.00,-42.00,44.00,-57.00,55.00
2019-12-01,00:30,21.71,20.61,400.00,,,,,,2.00,3.00,-62.00,80.00,-126.00,204.00,-186.00,236.00,-80.00,122.00
2019-12-01,00:45,21.99,20.44,433.00,,,,,,2.00,3.00,-56.00,76.00,-78.00,192.00,-111.00,220.00,-60.00,113.00
2019-12-01,01:00,22.05,19.88,481.00,,,,,,3.00,3.00,-53.00,53.00,-61.00,53.00,-49.00,73.00,-53.00,57.00
2019-12-01,01:15,21.87,20.05,541.00,,,,,,3.00,3.00,-58.00,53.00,-65.00,72.00,-86.00,94.00,-56.00,66.00
2019-12-01,01:30,21.81,20.21,408.00,,,,,,3.00,3.00,-50.00,50.00,-52.00,54.00,-64.00,44.00,-54.00,52.00
2019-12-01,01:45,22.04,20.22,444.00,,,,,,2.00,3.00,-57.00,76.00,-71.00,200.00,-95.00,237.00,-60.00,112.00
2019-12-01,02:00,21.95,19.88,26.00,,,,,,3.00,3.00,-45.00,50.00,-41.00,43.00,-42.00,44.00,-59.00,51.00
2019-12-01,02:15,21.71,19.94,21.00,,,,,,3.00,3.00,-50.00,48.00,-45.00,48.00,-52.00,43.00,-64.00,56.00
2019-12-01,02:30,21.72,20.42,568.00,,,,,,3.00,3.00,-60.00,56.00,-70.00,77.00,-72.00,84.00,-390.00,59.00
2019-12-01,02:45,22.06,20.30,647.00,,,,,,2.00,3.00,-64.00,77.00,-121.00,222.00,-136.00,223.00,-81.00,123.00
2019-12-01,03:00,22.14,19.67,31.00,,,,,,3.00,3.00,-50.00,50.00,-47.00,51.00,-48.00,50.00,-53.00,51.00
2019-12-01,03:15,,,,,,,,,,,,,,,,,,
2019-12-01,03:30,21.85,19.61,26.00,,,,,,3.00,3.00,-56.00,51.00,-47.00,46.00,-48.00,48.00,-57.00,58.00
2019-12-01,03:45,21.58,19.70,22.00,,,,,,3.00,3.00,-84.00,85.00,-172.00,147.00,-219.00,159.00,-113.00,65.00
2019-12-01,04:00,21.38,19.81,312.00,,,,,,0.00,3.00,-53.00,55.00,-46.00,48.00,-54.00,54.00,-53.00,50.00
2019-12-01,04:15,21.13,19.80,26.00,,,,,,0.00,0.00,-57.00,51.00,-58.00,46.00,-58.00,49.00,-58.00,58.00
2019-12-01,04:30,20.89,19.93,27.00,,,,,,0.00,0.00,-50.00,47.00,-52.00,44.00,-46.00,48.00,-66.00,49.00
2019-12-01,04:45,20.98,20.22,22.00,,,,,,0.00,0.00,-59.00,51.00,-53.00,47.00,-46.00,50.00,-50.00,58.00
