Date,Time,avg(temp),avg(humidity),max(pir),max(nearPir),min(ch1),max(ch1),min(ch2),max(ch2),min(als),max(als),min(tp0),max(tp0),min(tp1),max(tp1),min(tp2),max(tp2),min(tp3),max(tp3)
2019-04-01,00:00,22.12,22.70,331.00,,,,,,1.00,1.00,,,,,,,,
2019-04-01,00:15,21.99,22.43,22.00,,,,,,1.00,1.00,-54.00,53.00,-47.00,56.00,-58.00,73.00,-57.00,59.00
2019-04-01,00:30,21.79,22.32,395.00,,,,,,1.00,1.00,-50.00,52.00,-50.00,43.00,-45.00,47.00,-54.00,51.00
2019-04-01,00:45,21.97,21.94,358.00,,,,,,1.00,1.00,-69.00,53.00,-54.00,67.00,-75.00,77.00,-61.00,68.00
2019-04-01,01:00,22.19,22.43,438.00,,,,,,0.00,1.00,-49.00,49.00,-56.00,52.00,-74.00,63.00,-62.00,69.00
2019-04-01,01:15,22.18,22.65,375.00,,,,,,0.00,1.00,-54.00,54.00,-53.00,56.00,-64.00,72.00,-64.00,78.00
2019-04-01,01:30,22.16,22.60,355.00,,,,,,1.00,1.00,-44.00,46.00,-49.00,50.00,-46.00,58.00,-51.00,50.00
2019-04-01,01:45,22.03,22.20,24.00,,,,,,1.00,1.00,-52.00,55.00,-52.00,47.00,-52.00,50.00,-61.00,53.00
2019-04-01,02:00,,,,,,,,,,,,,,,,,,
2019-04-01,02:15,21.73,21.77,25.00,,,,,,1.00,1.00,-50.00,52.00,-55.00,57.00,-52.00,49.00,-65.00,63.00
2019-04-01,02:30,21.72,21.31,,,,,,,,,-61.00,48.00,-47.00,46.00,-50.00,52.00,-60.00,60.00
2019-04-01,02:45,21.64,21.79,29.00,,,,,,1.00,1.00,-51.00,55.00,-49.00,45.00,-51.00,53.00,-69.00,58.00
2019-04-01,03:00,21.54,21.69,286.00,,,,,,0.00,1.00,-66.00,53.00,-49.00,55.00,-67.00,68.00,-59.00,79.00
2019-04-01,03:15,21.42,21.50,23.00,,,,,,0.00,0.00,-53.00,49.00,-55.00,43.00,-51.00,58.00,-54.00,70.00
2019-04-01,03:30,21.32,21.40,,,,,,,,,,,,,,,,
2019-04-01,03:45,21.17,21.31,25.00,,,,,,0.00,0.00,-54.00,56.00,-47.00,47.00,-55.00,52.00,-55.00,61.00
2019-04-01,04:00,20.97,21.18,23.00,,,,,,0.00,0.00,-56.00,54.00,-56.00,51.00,-56.00,47.00,-51.00,58.00
2019-04-01,04:15,20.86,20.96,26.00,,,,,,0.00,0.00,-54.00,57.00,-45.00,44.00,-53.00,50.00,-56.00,52.00
2019-04-01,04:30,20.70,20.90,23.00,,,,,,0.00,0.00,-58.00,54.00,-47.00,50.00,-49.00,55.00,-55.00,57.00
2019-04-01,04:45,20.74,20.53,20.00,,,,,,0.00,0.00,-55.00,53.00,-54.00,51.00,-52.00,54.00,-60.00,63.00
2019-04-01,05:00,21.03,20.13,23.00,,,,,,0.00,0.00,-54.00,58.00,-47.00,46.00,-49.00,44.00,-58.00,54.00
2019-04-01,05:15,21.25,20.07,24.00,,,,,,0.00,0.00,-54.00,49.00,-47.00,52.00,-50.00,54.00,-54.00,53.00
2019-04-01,05:30,21.25,20.28,23.00,,,,,,0.00,0.00,-60.00,52.00,-49.00,39.00,-47.00,47.00,-52.00,54.00
2019-04-01,05:45,21.14,20.49,25.00,,,,,,0.00,0.00,-60.00,52.00,-49.00,48.00,-49.00,58.00,-57.00,55.00
2019-04-01,06:00,,,,,,,,,,,,,,,,,,
2019-04-01,06:15,20.85,20.35,28.00,,,,,,0.00,0.00,-54.00,59.00,-56.00,48.00,-53.00,56.00,-60.00,63.00
2019-04-01,06:30,20.94,19.76,25.00,,,,,,0.00,0.00,-54.00,51.00,-51.00,47.00,-49.00,50.00,-57.00,51.00
2019-04-01,06:45,21.06,19.68,24.00,,,,,,0.00,0.00,-59.00,50.00,-50.00,50.00,-48.00,47.00,-56.00,57.00
2019-04-01,07:00,21.02,19.85,21.00,,,,,,0.00,0.00,-58.00,56.00,-50.00,50.00,-50.00,54.00,-57.00,55.00
2019-04-01,07:15,20.91,19.98,31.00,,,,,,0.00,0.00,-53.00,47.00,-57.00,46.00,-52.00,47.00,-60.00,60.00
2019-04-01,07:30,20.97,19.52,25.00,,,,,,0.00,0.00,-53.00,53.00,-49.00,44.00,-51.00,50.00,-57.00,58.00
2019-04-01,07:45,20.98,19.47,23.00,,,,,,0.00,0.00,-55.00,51.00,-47.00,48.00,-51.00,52.00,-62.00,51.00
