Date,Time,avg(temp),avg(humidity),max(pir),max(nearPir),min(ch1),max(ch1),min(ch2),max(ch2),min(als),max(als),min(tp0),max(tp0),min(tp1),max(tp1),min(tp2),max(tp2),min(tp3),max(tp3)
2020-02-01,00:00,21.57,18.49,373.00,,,,,,1.00,3.00,-90.00,102.00,-181.00,268.00,-194.00,248.00,-90.00,94.00
2020-02-01,00:15,22.22,18.55,,,,,,,1.00,1.00,-51.00,47.00,-42.00,42.00,-43.00,47.00,-47.00,48.00
2020-02-01,00:30,22.39,18.45,334.00,,,,,,1.00,1.00,-51.00,54.00,-44.00,55.00,-60.00,59.00,-57.00,56.00
2020-02-01,00:45,22.29,18.73,367.00,,,,,,1.00,1.00,-53.00,50.00,-43.00,50.00,-44.00,51.00,-52.00,60.00
2020-02-01,01:00,22.16,18.72,26.00,,,,,,1.00,1.00,-56.00,49.00,-40.00,44.00,-48.00,41.00,-43.00,45.00
2020-02-01,01:15,,,,,,,,,,,,,,,,,,
2020-02-01,01:30,21.82,18.94,26.00,,,,,,1.00,1.00,-53.00,60.00,-47.00,45.00,-51.00,52.00,-62.00,53.00
2020-02-01,01:45,21.87,19.45,26.00,,,,,,1.00,1.00,-53.00,65.00,-64.00,51.00,-46.00,50.00,-54.00,55.00
2020-02-01,02:00,22.04,18.92,26.00,,,,,,1.00,1.00,-56.00,54.00,-50.00,47.00,-51.00,47.00,-52.00,61.00
2020-02-01,02:15,,,,,,,,,,,,,,,,,,
2020-02-01,02:30,21.85,18.78,26.00,,,,,,1.00,1.00,-63.00,57.00,-52.00,49.00,-50.00,50.00,-59.00,59.00
2020-02-01,02:45,21.87,19.10,24.00,,,,,,1.00,1.00,-54.00,52.00,-46.00,44.00,-49.00,48.00,-53.00,53.00
2020-02-01,03:00,22.07,19.09,22.00,,,,,,1.00,1.00,-57.00,56.00,-47.00,55.00,-49.00,58.00,-58.00,57.00
2020-02-01,03:15,22.02,18.73,23.00,,,,,,1.00,1.00,-52.00,48.00,-48.00,50.00,-52.00,45.00,-58.00,57.00
2020-02-01,03:30,21.92,18.90,415.00,,,,,,0.00,1.00,-80.00,142.00,-159.00,344.00,-168.00,329.00,-78.00,113.00
