date_time,nearestStormDistance,nearestStormBearing,precipIntensity,precipProbability,externalHumidity,pressure,windGust,visibility,internalTemperature,internalHumidity,max(pir),min(als),max(als),min(tp1),max(tp1),min(tp2),max(tp2),max(tp3),hvac_state,heating_target,summary_Clear,summary_Drizzle,summary_Flurries,summary_Light Rain,summary_Mostly Cloudy,summary_Overcast,summary_Partly Cloudy,summary_Possible Drizzle,summary_Possible Flurries
2021-01-30 01:00:00,120.0,176.0,0.0,0.0,0.65,1026.8,21.85,16.093,22.01,0.19039999999999999,405.0,2.0,2.0,-54.0,56.0,-50.0,59.0,59.0,1,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 01:30:00,111.0,172.0,0.0,0.0,0.65,1026.7,22.05,16.093,21.9,0.1864,144.0,2.0,2.0,-45.0,44.0,-45.0,48.0,51.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 01:45:00,111.0,172.0,0.0,0.0,0.64,1026.8,21.58,16.093,21.51,0.1852,603.0,2.0,3.0,-65.0,60.0,-60.0,125.0,95.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 02:00:00,119.0,162.0,0.0,0.0,0.64,1026.8,21.64,16.093,21.12,0.18289999999999998,685.0,1.0,2.0,-182.0,221.0,-171.0,177.0,75.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 02:15:00,112.0,174.0,0.0,0.0,0.65,1026.5,22.04,16.093,21.02,0.1815,23.0,2.0,2.0,-41.0,38.0,-43.0,41.0,54.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 02:30:00,123.0,173.0,0.0,0.0,0.65,1026.6,22.06,16.093,20.73,0.18109999999999998,492.0,2.0,3.0,-57.0,70.0,-68.0,85.0,68.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 02:45:00,129.0,159.0,0.0,0.0,0.65,1026.7,22.03,16.093,20.46,0.1891,860.0,2.0,2.0,-129.0,199.0,-135.0,227.0,126.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 03:00:00,134.0,169.0,0.0,0.0,0.64,1026.7,21.94,16.093,20.46,0.1956,459.0,2.0,2.0,-56.0,62.0,-56.0,98.0,65.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 03:15:00,132.0,174.0,0.0,0.0,0.64,1026.6,21.8,16.093,20.65,0.2048,23.0,2.0,2.0,-61.0,51.0,-53.0,64.0,50.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 03:30:00,132.0,207.0,0.0,0.0,0.63,1026.5,21.38,16.093,20.81,0.2121,22.0,2.0,2.0,-47.0,46.0,-43.0,46.0,53.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 03:45:00,95.0,178.0,0.0,0.0,0.66,1026.4,21.32,16.093,21.09,0.1963,58.0,0.0,2.0,-53.0,50.0,-58.0,59.0,51.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 04:00:00,130.0,173.0,0.0,0.0,0.64,1026.6,19.79,16.093,21.03,0.19,22.0,0.0,0.0,-57.5,49.0,-51.0,53.5,56.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 04:15:00,134.0,208.0,0.0,0.0,0.64,1026.6,19.96,16.093,20.84,0.1869,23.0,0.0,0.0,-62.0,48.0,-44.0,48.0,61.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 04:30:00,134.0,207.0,0.0,0.0,0.64,1026.4,20.07,16.093,20.49,0.182,23.0,0.0,0.0,-49.0,44.0,-61.0,47.0,52.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 04:45:00,131.0,172.0,0.0,0.0,0.65,1026.6,20.29,16.093,20.57,0.18489999999999998,25.0,0.0,0.0,-44.0,49.0,-47.0,50.0,49.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 05:00:00,132.0,173.0,0.0,0.0,0.64,1026.7,20.44,16.093,20.82,0.18170000000000003,23.0,0.0,0.0,-47.0,50.0,-45.0,47.0,56.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 05:15:00,119.0,165.0,0.0,0.0,0.64,1026.7,20.49,16.093,20.83,0.179,21.0,0.0,0.0,-50.0,48.0,-51.0,47.0,56.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 05:30:00,127.0,176.0,0.0,0.0,0.65,1026.4,20.07,16.093,20.74,0.179,20.0,0.0,0.0,-48.0,50.0,-52.0,44.0,54.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 05:45:00,132.0,172.0,0.0,0.0,0.64,1026.5,20.01,16.093,20.55,0.17670000000000002,33.0,0.0,0.0,-51.0,48.0,-55.0,50.0,51.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 06:00:00,113.0,155.0,0.0,0.0,0.64,1026.6,20.0,16.093,20.53,0.1782,25.0,0.0,0.0,-47.0,47.0,-47.0,51.0,49.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 06:15:00,119.0,163.0,0.0,0.0,0.64,1026.6,20.07,16.093,20.76,0.1746,24.0,0.0,0.0,-48.0,48.0,-52.0,49.0,50.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 06:30:00,106.0,171.0,0.0,0.0,0.64,1026.6,20.33,16.093,20.77,0.17350000000000002,22.0,0.0,0.0,-47.0,43.0,-49.0,51.0,55.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 06:45:00,138.0,172.0,0.0,0.0,0.65,1026.7,20.35,16.093,20.67,0.1724,25.0,0.0,0.0,-50.0,47.0,-46.0,46.0,57.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 07:15:00,134.0,208.0,0.0,0.0,0.65,1026.8,20.43,16.093,20.5,0.1739,22.0,0.0,0.0,-56.0,49.0,-49.0,52.0,51.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 07:30:00,123.0,169.0,0.0,0.0,0.66,1026.4,20.46,16.093,20.71,0.17120000000000002,22.0,0.0,0.0,-45.0,45.0,-48.0,45.0,51.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 07:45:00,119.0,163.0,0.0,0.0,0.67,1026.6,20.41,16.093,20.96,0.16879999999999998,23.0,0.0,0.0,-50.0,44.0,-49.0,49.0,59.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 08:00:00,133.0,164.0,0.0,0.0,0.68,1026.5,20.98,16.093,20.99,0.1673,26.0,0.0,0.0,-46.0,48.0,-49.0,40.0,59.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 08:15:00,113.0,155.0,0.0,0.0,0.69,1026.5,20.93,16.093,20.9,0.16329999999999997,22.0,0.0,0.0,-47.0,48.0,-53.0,50.0,54.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 08:30:00,125.0,214.0,0.0,0.0,0.69,1026.4,20.85,16.093,20.74,0.16409999999999997,25.0,0.0,0.0,-50.0,48.5,-52.0,50.0,58.5,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 08:45:00,110.0,172.0,0.0,0.0,0.68,1026.5,20.76,16.093,20.58,0.1649,28.0,0.0,0.0,-53.0,49.0,-51.0,50.0,63.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 09:00:00,123.0,177.0,0.0,0.0,0.69,1026.8,20.43,16.093,20.52,0.1689,23.0,0.0,0.0,-47.0,44.0,-46.0,44.0,56.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 09:15:00,109.0,172.0,0.0,0.0,0.7,1026.9,20.27,16.093,20.65,0.1668,89.0,0.0,0.0,-48.0,50.0,-46.0,43.0,53.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 09:30:00,138.0,175.0,0.0,0.0,0.7,1027.1,20.01,16.093,20.49,0.16670000000000001,24.0,0.0,0.0,-51.0,47.0,-55.0,51.0,67.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 09:45:00,110.0,172.0,0.0,0.0,0.72,1027.1,19.78,16.093,20.54,0.16829999999999998,22.0,0.0,0.0,-45.0,44.0,-49.0,46.0,55.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 10:00:00,116.0,174.0,0.0,0.0,0.73,1027.3,19.62,16.093,20.81,0.1656,21.0,0.0,0.0,-54.0,51.0,-47.0,46.0,58.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 10:15:00,119.0,163.0,0.0,0.0,0.74,1027.2,17.52,16.093,21.09,0.1634,23.0,0.0,0.0,-45.0,44.0,-49.0,43.0,57.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 10:30:00,121.0,162.0,0.0,0.0,0.74,1027.5,17.97,16.093,21.15,0.1625,29.0,0.0,0.0,-51.0,44.0,-46.0,49.0,67.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 10:45:00,147.0,208.0,0.0,0.0,0.73,1027.5,18.4,16.093,21.05,0.159,24.0,0.0,0.0,-52.0,57.0,-46.0,45.0,56.0,0,21.921,1,0,0,0,0,0,0,0,0
2021-01-30 11:00:00,144.0,158.0,0.0,0.0,0.73,1027.6,18.65,16.093,20.95,0.1589,21.0,0.0,0.0,-47.0,53.0,-46.0,51.0,63.0,1,21.841,1,0,0,0,0,0,0,0,0
2021-01-30 11:15:00,110.0,173.0,0.0,0.0,0.74,1027.8,18.33,16.093,21.12,0.1613,26.0,0.0,0.0,-54.0,49.0,-50.0,54.0,55.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-30 11:30:00,121.0,178.0,0.0,0.0,0.75,1028.0,18.23,16.093,21.310000000000002,0.16185,25.5,0.0,0.0,-54.0,48.5,-51.0,53.0,54.5,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-30 11:45:00,140.0,201.0,0.0,0.0,0.74,1028.1,18.1,16.093,21.5,0.1624,25.0,0.0,0.0,-54.0,48.0,-52.0,52.0,54.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-30 12:00:00,111.0,175.0,0.0,0.0,0.75,1028.2,18.04,16.093,21.82,0.1611,26.0,0.0,0.0,-46.0,47.0,-47.0,49.0,61.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-30 12:15:00,123.0,178.0,0.0,0.0,0.74,1028.3,18.4,16.093,21.77,0.1586,276.0,0.0,1.0,-56.0,54.0,-50.0,49.0,51.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-30 12:30:00,122.0,173.0,0.0,0.0,0.74,1028.5,18.6,16.093,21.78,0.1726,290.0,1.0,3.0,-51.0,51.0,-52.0,49.0,56.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-30 12:45:00,106.0,171.0,0.0,0.0,0.76,1028.6,18.82,16.093,21.73,0.20010000000000003,21.0,3.0,5.0,-47.0,47.0,-53.0,44.0,51.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-30 13:00:00,132.0,172.0,0.0,0.0,0.76,1028.7,19.12,16.093,21.59,0.1881,597.0,5.0,11.0,-47.0,67.0,-54.0,50.0,53.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-30 13:15:00,85.0,180.0,0.0,0.0,0.76,1028.8,19.52,16.093,21.51,0.18510000000000001,298.0,8.0,17.0,-45.0,42.0,-49.0,40.0,47.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-30 13:30:00,149.0,156.0,0.0,0.0,0.76,1028.6,18.65,16.093,21.57,0.18420000000000003,340.0,10.0,18.0,-54.0,49.0,-54.0,58.0,56.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-30 13:45:00,114.0,172.0,0.0,0.0,0.76,1028.9,19.09,16.093,21.46,0.1776,23.0,17.0,19.0,-41.0,41.0,-43.0,49.0,51.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-30 14:00:00,115.0,174.0,0.0,0.0,0.74,1028.5,19.11,16.093,21.54,0.1794,65.0,17.0,22.0,-48.0,44.0,-50.0,50.0,58.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-30 14:15:00,89.0,235.0,0.0,0.0,0.74,1028.7,19.63,16.093,21.89,0.1726,365.0,22.0,29.0,-61.0,57.0,-61.0,79.0,85.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-30 14:30:00,96.0,178.0,0.0,0.0,0.73,1028.8,20.16,16.093,22.15,0.17120000000000002,452.0,27.0,35.0,-57.0,46.0,-60.0,54.0,55.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-30 14:45:00,134.0,176.0,0.0,0.0,0.72,1028.8,20.59,16.093,22.15,0.17059999999999997,240.0,31.0,34.0,-46.0,54.0,-49.0,45.0,53.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-30 15:00:00,142.0,202.0,0.0,0.0,0.69,1028.8,21.32,16.093,22.11,0.1707,418.0,22.0,57.0,-84.0,53.0,-59.0,58.0,54.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-30 15:15:00,142.0,201.0,0.0,0.0,0.68,1028.8,21.05,16.093,22.04,0.1747,557.0,33.0,63.0,-45.0,55.0,-49.0,61.0,68.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-30 15:30:00,109.0,169.0,0.0,0.0,0.67,1028.9,20.52,16.093,22.04,0.1754,394.0,56.0,71.0,-52.0,46.0,-56.0,50.0,53.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-30 15:45:00,111.0,172.0,0.0,0.0,0.65,1028.8,19.97,16.093,21.88,0.1777,372.0,36.0,62.0,-66.0,52.0,-61.0,71.0,66.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-30 16:00:00,133.0,158.0,0.0,0.0,0.64,1028.8,19.59,16.093,22.02,0.1837,427.0,43.0,69.0,-50.0,47.0,-45.0,44.0,60.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-30 16:15:00,114.0,172.0,0.0,0.0,0.63,1028.7,19.8,16.093,22.1,0.18289999999999998,315.0,42.0,73.0,-60.0,55.0,-68.0,86.0,46.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-30 16:30:00,110.0,173.0,0.0,0.0,0.63,1028.5,18.33,16.093,22.04,0.1797,467.0,51.0,75.0,-49.0,49.0,-72.0,46.0,60.0,0,21.841,0,0,0,0,0,0,1,0,0
2021-01-30 16:45:00,150.0,157.0,0.0,0.0,0.62,1028.4,18.29,16.093,21.93,0.179,528.0,59.0,81.0,-47.0,49.0,-43.0,46.0,55.0,0,21.841,0,0,0,0,0,0,1,0,0
2021-01-30 17:00:00,126.0,175.0,0.0,0.0,0.62,1028.3,18.32,16.093,21.81,0.1804,428.0,54.0,82.0,-60.0,67.0,-76.0,80.0,70.0,0,21.841,0,0,0,0,0,0,1,0,0
2021-01-30 17:15:00,133.0,156.0,0.0,0.0,0.61,1028.2,18.47,16.093,21.85,0.1814,453.0,52.0,82.0,-53.0,62.0,-65.0,70.0,57.0,0,21.841,0,0,0,0,0,0,1,0,0
2021-01-30 17:45:00,131.0,164.0,0.0,0.0,0.62,1028.1,18.6,16.093,21.7,0.1936,583.0,22.0,48.0,-106.0,155.0,-118.0,166.0,69.0,0,21.841,0,0,0,0,0,0,1,0,0
2021-01-30 18:00:00,112.0,173.0,0.0,0.0,0.61,1028.2,18.66,16.093,21.78,0.20809999999999998,451.0,34.0,39.0,-51.0,50.0,-61.0,69.0,59.0,0,21.841,0,0,0,0,0,0,1,0,0
2021-01-30 18:15:00,110.0,172.0,0.0,0.0,0.61,1028.1,18.83,16.093,21.7,0.20120000000000002,632.0,22.0,36.0,-113.0,104.0,-121.0,87.0,67.0,0,21.841,0,0,0,0,1,0,0,0,0
2021-01-30 18:30:00,36.0,137.0,0.0,0.0,0.6,1028.1,19.02,16.093,21.61,0.1923,600.0,23.0,35.0,-62.0,66.0,-57.0,83.0,57.0,0,21.841,0,0,0,0,1,0,0,0,0
2021-01-30 18:45:00,133.0,165.0,0.0,0.0,0.61,1027.9,19.19,16.093,21.79,0.18789999999999998,24.0,30.0,33.0,-49.0,51.0,-53.0,64.0,56.0,0,21.841,0,0,0,0,1,0,0,0,0
2021-01-30 19:15:00,139.0,173.0,0.0,0.0,0.6,1027.8,19.31,16.093,21.58,0.1826,315.0,23.0,35.0,-57.0,69.0,-74.0,85.0,70.0,0,21.841,0,0,0,0,1,0,0,0,0
2021-01-30 19:30:00,137.0,170.0,0.0,0.0,0.6,1027.8,19.3,16.093,21.46,0.1833,411.0,23.0,26.0,-46.0,49.0,-51.0,59.0,47.0,0,21.841,0,0,0,0,1,0,0,0,0
2021-01-30 19:45:00,122.0,172.0,0.0,0.0,0.58,1027.7,19.22,16.093,21.82,0.1821,348.0,18.0,24.0,-50.0,91.0,-50.0,50.0,52.0,0,21.841,0,0,0,0,1,0,0,0,0
2021-01-30 20:00:00,112.0,172.0,0.0,0.0,0.57,1028.0,18.46,16.093,21.94,0.1757,24.0,16.0,18.0,-47.0,45.0,-57.0,48.0,55.0,0,21.841,0,0,0,0,1,0,0,0,0
2021-01-30 20:15:00,115.0,167.0,0.0,0.0,0.58,1027.8,17.99,16.093,21.72,0.1741,23.0,13.0,16.0,-43.0,41.0,-52.0,41.0,55.0,0,21.841,0,0,0,0,1,0,0,0,0
2021-01-30 20:30:00,124.0,157.0,0.0,0.0,0.58,1027.9,17.61,16.093,21.6,0.1766,297.0,8.0,13.0,-68.0,386.0,-77.0,314.0,136.0,0,21.841,0,0,0,0,1,0,0,0,0
2021-01-30 20:45:00,110.0,171.0,0.0,0.0,0.58,1027.9,17.19,16.093,21.92,0.1747,530.0,9.0,11.0,-102.0,338.0,-96.0,305.0,138.0,1,21.841,0,0,0,0,1,0,0,0,0
2021-01-30 21:00:00,135.0,163.0,0.0,0.0,0.59,1027.9,16.75,16.093,22.09,0.1714,378.0,7.0,10.0,-273.0,359.0,-266.0,278.0,141.0,0,21.841,0,0,0,0,1,0,0,0,0
2021-01-30 21:15:00,133.0,207.0,0.0,0.0,0.59,1028.2,16.3,16.093,22.09,0.16870000000000002,23.0,8.0,8.0,-52.0,57.0,-59.0,62.0,61.0,0,21.841,0,0,0,0,1,0,0,0,0
2021-01-30 21:30:00,114.0,174.0,0.0,0.0,0.6,1028.3,15.65,16.093,21.83,0.1705,583.0,4.0,7.0,-41.0,46.0,-49.0,56.0,57.0,0,21.841,0,0,0,0,1,0,0,0,0
2021-01-30 21:45:00,133.0,173.0,0.0,0.0,0.61,1028.6,15.01,16.093,21.51,0.1714,455.0,2.0,4.0,-68.0,252.0,-73.0,220.0,73.0,1,21.841,0,0,0,0,0,0,1,0,0
2021-01-30 22:00:00,125.0,176.0,0.0,0.0,0.62,1028.7,13.79,16.093,21.77,0.1802,306.0,2.0,4.0,-42.0,48.0,-57.0,44.0,49.0,0,21.841,0,0,0,0,0,0,1,0,0
2021-01-30 22:15:00,117.0,174.0,0.0,0.0,0.64,1028.8,13.29,16.093,21.86,0.1795,267.0,2.0,2.0,-45.0,44.0,-50.0,47.0,49.0,1,21.841,0,0,0,0,0,0,1,0,0
2021-01-30 22:30:00,110.0,173.0,0.0,0.0,0.66,1028.9,12.93,16.093,21.69,0.18989999999999999,260.0,1.0,2.0,-98.0,256.0,-115.0,195.0,92.0,0,21.841,0,0,0,0,0,0,1,0,0
2021-01-30 22:45:00,110.0,172.0,0.0,0.0,0.64,1028.8,12.42,16.093,21.48,0.1832,711.0,2.0,3.0,-95.0,151.0,-111.0,141.0,78.0,0,21.841,0,0,0,0,0,0,1,0,0
2021-01-30 23:00:00,130.0,160.0,0.0,0.0,0.65,1028.9,12.01,16.093,21.77,0.1961,375.0,2.0,3.0,-52.0,44.0,-47.0,46.0,48.0,0,21.841,0,0,0,0,0,0,1,0,0
2021-01-30 23:15:00,118.0,164.0,0.0,0.0,0.67,1028.9,11.95,16.093,22.32,0.2009,453.0,2.0,3.0,-50.0,67.0,-69.0,54.0,47.0,0,21.841,0,0,0,0,0,0,1,0,0
2021-01-30 23:30:00,121.0,178.0,0.0,0.0,0.67,1029.1,11.72,16.093,22.44,0.1972,419.0,2.0,3.0,-53.0,70.0,-59.0,69.0,63.0,0,21.841,0,0,0,0,0,0,1,0,0
2021-01-30 23:45:00,133.0,158.0,0.0,0.0,0.69,1029.3,11.53,16.093,22.19,0.1923,403.0,2.0,3.0,-46.0,50.0,-54.0,77.0,52.0,0,21.841,0,0,0,0,0,0,1,0,0
2021-01-31 00:00:00,138.0,168.0,0.0,0.0,0.68,1029.4,10.9,16.093,21.83,0.1855,310.0,2.0,3.0,-97.0,161.0,-112.0,203.0,88.0,1,21.841,0,0,0,0,0,0,1,0,0
2021-01-31 00:15:00,117.0,172.0,0.0,0.0,0.68,1029.5,10.73,16.093,21.49,0.1807,306.0,3.0,3.0,-45.0,42.0,-43.0,65.0,51.0,0,21.841,0,0,0,0,0,0,1,0,0
2021-01-31 00:30:00,122.0,178.0,0.0,0.0,0.69,1029.6,10.43,16.093,21.57,0.1864,202.0,3.0,3.0,-53.0,47.0,-47.0,41.0,54.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-31 00:45:00,133.0,205.0,0.0,0.0,0.7,1029.6,10.15,16.093,21.9,0.1886,22.0,3.0,3.0,-43.0,47.0,-44.0,46.0,53.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-31 01:00:00,127.0,159.0,0.0,0.0,0.7,1029.6,10.02,16.093,21.95,0.1834,273.0,3.0,3.0,-48.0,48.0,-49.0,46.0,54.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-31 01:15:00,135.0,206.0,0.0,0.0,0.7,1029.6,10.14,16.093,21.75,0.1822,27.0,3.0,3.0,-48.0,43.0,-42.0,51.0,59.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-31 01:30:00,128.0,210.0,0.0,0.0,0.7,1029.6,10.01,16.093,21.5,0.18289999999999998,318.0,3.0,3.0,-52.0,59.0,-53.0,73.0,52.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-31 01:45:00,128.0,212.0,0.0,0.0,0.71,1029.5,10.09,16.093,21.63,0.183,23.0,3.0,3.0,-54.0,54.0,-58.0,55.0,66.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-31 02:00:00,117.0,174.0,0.0,0.0,0.71,1029.5,10.09,16.093,21.92,0.18530000000000002,548.0,2.0,3.0,-241.0,310.0,-224.0,340.0,144.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-31 02:15:00,100.0,179.0,0.0,0.0,0.71,1029.5,9.94,16.093,22.15,0.18510000000000001,26.0,3.0,3.0,-48.0,46.0,-47.0,42.0,51.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-31 02:30:00,88.0,213.0,0.0,0.0,0.7,1029.3,9.42,16.093,21.94,0.18280000000000002,501.0,2.0,3.0,-232.0,303.0,-200.0,234.0,128.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-31 02:45:00,71.0,180.0,0.0,0.0,0.71,1029.2,9.25,16.093,21.94,0.1867,609.0,1.0,3.0,-214.0,198.0,-226.0,179.0,109.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-31 03:00:00,73.0,200.0,0.0,0.0,0.71,1029.1,9.15,16.093,22.03,0.18239999999999998,57.0,2.0,2.0,-49.0,43.0,-52.0,41.0,56.0,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-31 03:15:00,73.0,180.0,0.0,0.0,0.71,1029.1,9.15,16.093,21.865000000000002,0.17989999999999998,41.5,2.0,2.0,-47.5,44.5,-51.0,44.5,55.5,0,21.841,1,0,0,0,0,0,0,0,0
2021-01-31 03:30:00,72.0,180.0,0.0,0.0,0.71,1029.4,8.36,16.093,21.7,0.17739999999999997,26.0,2.0,2.0,-46.0,46.0,-50.0,48.0,55.0,1,17.73,1,0,0,0,0,0,0,0,0
2021-01-31 03:45:00,72.0,180.0,0.0,0.0,0.74,1029.1,8.74,16.093,21.29,0.1723,26.0,2.0,2.0,-46.0,49.0,-55.0,49.0,53.0,0,17.73,1,0,0,0,0,0,0,0,0
2021-01-31 04:00:00,86.0,176.0,0.0,0.0,0.73,1029.0,9.38,16.093,21.04,0.1711,26.0,2.0,2.0,-52.0,47.0,-45.0,50.0,55.0,0,17.73,1,0,0,0,0,0,0,0,0
2021-01-31 04:15:00,86.0,177.0,0.0,0.0,0.73,1029.2,8.2,16.093,20.88,0.172,210.0,1.0,2.0,-52.0,63.0,-53.5,62.0,56.0,0,17.73,1,0,0,0,0,0,0,0,0
2021-01-31 04:30:00,72.0,181.0,0.0,0.0,0.73,1029.2,8.09,16.093,20.72,0.1729,394.0,0.0,2.0,-52.0,79.0,-62.0,74.0,57.0,1,19.73,1,0,0,0,0,0,0,0,0
2021-01-31 04:45:00,75.0,178.0,0.0,0.0,0.71,1029.0,8.01,16.093,20.44,0.17379999999999998,26.0,0.0,0.0,-48.0,47.0,-49.0,50.0,54.0,0,19.73,1,0,0,0,0,0,0,0,0
2021-01-31 05:00:00,88.0,186.0,0.0,0.0,0.71,1029.0,7.97,16.093,20.23,0.17379999999999998,24.0,0.0,0.0,-47.0,43.0,-47.0,39.0,49.0,0,19.73,1,0,0,0,0,0,0,0,0
2021-01-31 05:15:00,84.0,177.0,0.0,0.0,0.71,1029.0,8.15,16.093,20.03,0.1748,23.0,0.0,0.0,-51.0,49.0,-53.0,51.0,51.0,0,19.73,1,0,0,0,0,0,0,0,0
2021-01-31 05:30:00,70.0,180.0,0.0,0.0,0.7,1028.9,8.14,16.093,19.85,0.174,26.0,0.0,0.0,-50.0,44.0,-46.0,43.0,57.0,0,19.73,1,0,0,0,0,0,0,0,0
2021-01-31 05:45:00,74.0,180.0,0.0,0.0,0.71,1028.9,8.11,16.093,19.75,0.17329999999999998,27.0,0.0,0.0,-50.5,46.0,-47.5,49.0,55.0,0,19.73,1,0,0,0,0,0,0,0,0
2021-01-31 06:00:00,110.0,171.0,0.0,0.0,0.7,1028.9,8.04,16.093,19.65,0.1726,28.0,0.0,0.0,-51.0,48.0,-49.0,55.0,53.0,0,19.73,1,0,0,0,0,0,0,0,0
2021-01-31 06:15:00,72.0,180.0,0.0,0.0,0.7,1029.0,7.89,16.093,19.4,0.1723,22.0,0.0,0.0,-42.0,51.0,-45.0,51.0,52.0,0,19.73,1,0,0,0,0,0,0,0,0
2021-01-31 06:30:00,109.0,207.0,0.0,0.0,0.69,1029.4,6.33,16.093,19.5,0.1744,25.0,0.0,0.0,-53.0,49.0,-51.0,46.0,64.0,0,19.73,1,0,0,0,0,0,0,0,0
2021-01-31 06:45:00,85.0,180.0,0.0,0.0,0.7,1029.6,6.04,16.093,19.83,0.17579999999999998,22.0,0.0,0.0,-53.0,60.0,-45.0,48.0,59.0,0,19.73,1,0,0,0,0,0,0,0,0
2021-01-31 07:00:00,73.0,180.0,0.0,0.0,0.69,1029.7,6.0,16.093,19.96,0.1736,23.0,0.0,0.0,-47.0,49.0,-45.0,45.0,60.0,0,19.73,1,0,0,0,0,0,0,0,0
2021-01-31 07:15:00,73.0,180.0,0.0,0.0,0.69,1029.6,6.37,16.093,19.895,0.17259999999999998,23.5,0.0,0.0,-53.5,50.5,-46.5,46.5,62.0,0,19.73,1,0,0,0,0,0,0,0,0
2021-01-31 07:30:00,75.0,200.0,0.0,0.0,0.7,1029.7,7.01,16.093,19.83,0.1716,24.0,0.0,0.0,-60.0,52.0,-48.0,48.0,64.0,0,19.73,1,0,0,0,0,0,0,0,0
2021-01-31 07:45:00,72.0,180.0,0.0,0.0,0.71,1029.7,7.74,15.888,19.46,0.1679,26.0,0.0,0.0,-46.0,48.0,-47.0,47.0,60.0,0,19.73,1,0,0,0,0,0,0,0,0
