Date,Time,avg(temp),avg(humidity),max(pir),max(nearPir),min(ch1),max(ch1),min(ch2),max(ch2),min(als),max(als),min(tp0),max(tp0),min(tp1),max(tp1),min(tp2),max(tp2),min(tp3),max(tp3)
2018-12-01,00:00,22.05,27.65,426.00,,,,,,1.00,2.00,-50.00,45.00,-54.00,62.00,-70.00,70.00,-57.00,56.00
2018-12-01,00:15,21.99,27.66,421.00,,,,,,1.00,1.00,-58.00,47.00,-55.00,51.00,-45.00,49.00,-52.00,52.00
2018-12-01,00:30,21.97,27.34,358.00,,,,,,1.00,1.00,-50.00,51.00,-49.00,56.00,-56.00,62.00,-54.00,48.00
2018-12-01,00:45,21.85,27.23,24.00,,,,,,1.00,1.00,-58.00,55.00,-45.00,72.00,-47.00,78.00,-57.00,59.00
2018-12-01,01:00,21.73,26.97,441.00,,,,,,1.00,1.00,-57.00,61.00,-58.00,59.00,-53.00,74.00,-59.00,76.00
2018-12-01,01:15,22.00,26.48,467.00,,,,,,1.00,1.00,-52.00,46.00,-47.00,68.00,-56.00,83.00,-58.00,54.00
2018-12-01,01:30,22.05,27.27,494.00,,,,,,1.00,1.00,-54.00,58.00,-52.00,58.00,-66.00,68.00,-60.00,85.00
2018-12-01,01:45,22.03,28.22,387.00,,,,,,1.00,1.00,-59.00,48.00,-50.00,53.00,-68.00,57.00,-58.00,62.00
2018-12-01,02:00,21.87,27.99,411.00,,,,,,1.00,1.00,-54.00,54.00,-51.00,55.00,-65.00,65.00,-53.00,54.00
2018-12-01,02:15,21.98,27.59,416.00,,,,,,0.00,1.00,-52.00,54.00,-98.00,144.00,-119.00,141.00,-65.00,82.00
2018-12-01,02:30,22.17,27.27,24.00,,,,,,1.00,1.00,-55.00,66.00,-45.00,50.00,-56.00,46.00,-56.00,50.00
2018-12-01,02:45,,,,,,,,,,,,,,,,,,
2018-12-01,03:00,21.95,27.49,24.00,,,,,,1.00,1.00,-54.00,68.00,-55.00,46.00,-54.00,50.00,-67.00,60.00
2018-12-01,03:15,21.70,27.54,545.00,,,,,,1.00,1.00,-61.00,76.00,-82.00,153.00,-119.00,210.00,-63.00,129.00
2018-12-01,03:30,21.93,26.88,310.00,,,,,,1.00,1.00,-60.00,53.00,-52.00,53.00,-50.00,51.00,-56.00,65.00
2018-12-01,03:45,21.94,27.00,21.00,,,,,,1.00,1.00,-53.00,52.00,-46.00,49.00,-53.00,48.00,-55.00,56.00
2018-12-01,04:00,21.84,27.11,358.00,,,,,,1.00,1.00,-58.00,63.00,-53.00,65.00,-66.00,75.00,-55.00,80.00
2018-12-01,04:15,21.97,26.90,431.00,,,,,,0.00,1.00,-59.00,81.00,-93.00,142.00,-100.00,208.00,-74.00,108.00
2018-12-01,04:30,22.17,26.38,684.00,,,,,,0.00,0.00,-60.00,85.00,-89.00,158.00,-124.00,177.00,-77.00,102.00
2018-12-01,04:45,22.09,26.56,23.00,,,,,,0.00,0.00,-53.00,50.00,-48.00,46.00,-51.00,47.00,-58.00,55.00
2018-12-01,05:00,21.96,26.90,411.00,,,,,,0.00,1.00,-62.00,77.00,-101.00,127.00,-136.00,197.00,-93.00,103.00
2018-12-01,05:15,21.81,26.85,22.00,,,,,,0.00,0.00,-51.00,56.00,-51.00,50.00,-51.00,50.00,-58.00,53.00
2018-12-01,05:30,21.92,26.52,21.00,,,,,,0.00,0.00,-63.00,52.00,-52.00,58.00,-48.00,51.00,-60.00,58.00
2018-12-01,05:45,21.92,26.42,29.00,,,,,,0.00,0.00,-54.00,58.00,-48.00,46.00,-49.00,51.00,-51.00,57.00
2018-12-01,06:00,21.82,26.62,24.00,,,,,,0.00,0.00,-51.00,51.00,-51.00,50.00,-53.00,53.00,-58.00,61.00
2018-12-01,06:15,21.72,26.78,25.00,,,,,,0.00,0.00,-64.00,55.00,-54.00,47.00,-56.00,44.00,-58.00,61.00
2018-12-01,06:30,21.88,26.32,22.00,,,,,,0.00,0.00,-60.00,60.00,-49.00,50.00,-51.00,49.00,-62.00,60.00
2018-12-01,06:45,21.98,26.09,21.00,,,,,,0.00,0.00,-61.00,50.00,-48.00,49.00,-60.00,51.00,-65.00,63.00
2018-12-01,07:00,21.94,26.30,23.00,,,,,,0.00,0.00,-55.00,51.00,-54.00,48.00,-55.00,52.00,-60.00,51.00
2018-12-01,07:15,21.84,26.40,24.00,,,,,,0.00,0.00,-59.00,54.00,-45.00,44.00,-44.00,58.00,-60.00,58.00
2018-12-01,07:30,21.71,26.49,25.00,,,,,,0.00,0.00,-59.00,60.00,-47.00,54.00,-54.00,48.00,-62.00,64.00
2018-12-01,07:45,21.76,26.20,25.00,,,,,,0.00,0.00,-64.00,61.00,-50.00,52.00,-56.00,58.00,-55.00,63.00
2018-12-01,08:00,22.01,25.77,26.00,,,,,,0.00,0.00,-54.00,60.00,-49.00,45.00,-54.00,50.00,-78.00,55.00
2018-12-01,08:15,22.01,25.90,25.00,,,,,,0.00,0.00,-54.00,55.00,-62.00,52.00,-48.00,48.00,-63.00,51.00
2018-12-01,08:30,,,,,,,,,,,,,,,,,,
2018-12-01,08:45,21.91,26.12,24.00,,,,,,0.00,0.00,-61.00,60.00,-64.00,50.00,-63.00,56.00,-60.00,62.00
2018-12-01,09:00,21.72,26.22,24.00,,,,,,0.00,0.00,-57.00,63.00,-49.00,68.00,-56.00,50.00,-61.00,65.00
2018-12-01,09:15,21.78,26.04,24.00,,,,,,0.00,0.00,-62.00,53.00,-49.00,54.00,-67.00,51.00,-62.00,58.00
2018-12-01,09:30,22.01,25.61,21.00,,,,,,0.00,0.00,-54.00,56.00,-49.00,53.00,-49.00,47.00,-56.00,60.00
2018-12-01,09:45,22.06,25.65,23.00,,,,,,0.00,0.00,-55.00,52.00,-50.00,52.00,-51.00,52.00,-55.00,57.00
2018-12-01,10:00,22.01,25.89,24.00,,,,,,0.00,0.00,-54.00,57.00,-47.00,52.00,-54.00,48.00,-54.00,62.00
2018-12-01,10:15,21.88,26.00,24.00,,,,,,0.00,0.00,-57.00,54.00,-60.00,52.00,-62.00,47.00,-58.00,50.00
2018-12-01,10:30,,,,,,,,,,,,,,,,,,
2018-12-01,10:45,21.72,25.95,26.00,,,,,,0.00,0.00,-56.00,60.00,-51.00,49.00,-58.00,57.00,-61.00,57.00
2018-12-01,11:00,21.92,25.58,193.00,,,,,,0.00,1.00,-59.00,54.00,-55.00,51.00,-53.00,52.00,-57.00,62.00
2018-12-01,11:15,22.14,25.37,240.00,,,,,,0.00,0.00,-55.00,49.00,-48.00,49.00,-53.00,47.00,-61.00,50.00
2018-12-01,11:30,22.17,25.63,23.00,,,,,,0.00,0.00,-51.00,54.00,-49.00,53.00,-47.00,47.00,-56.00,59.00
2018-12-01,11:45,,,,,,,,,,,,,,,,,,
2018-12-01,12:00,21.93,25.76,28.00,,,,,,0.00,0.00,-57.00,60.00,-47.00,50.00,-51.00,55.00,-63.00,58.00
2018-12-01,12:15,21.77,25.71,33.00,,,,,,0.00,1.00,-55.00,62.00,-50.00,44.00,-56.00,55.00,-57.00,54.00
2018-12-01,12:30,22.00,25.40,384.00,,,,,,1.00,1.00,-53.00,52.00,-49.00,65.00,-61.00,68.00,-60.00,61.00
2018-12-01,12:45,22.31,25.09,313.00,,,,,,1.00,2.00,-51.00,50.00,-52.00,55.00,-81.00,60.00,-73.00,57.00
2018-12-01,13:00,22.38,25.66,190.00,,,,,,2.00,3.00,-56.00,54.00,-46.00,44.00,-64.00,58.00,-58.00,58.00
2018-12-01,13:15,22.30,26.44,26.00,,,,,,3.00,4.00,-51.00,51.00,-56.00,49.00,-47.00,56.00,-54.00,49.00
2018-12-01,13:30,22.16,26.59,382.00,,,,,,4.00,6.00,-52.00,51.00,-54.00,52.00,-60.00,51.00,-64.00,54.00
2018-12-01,13:45,22.12,26.31,21.00,,,,,,6.00,8.00,-56.00,50.00,-49.00,45.00,-45.00,54.00,-51.00,53.00
2018-12-01,14:00,22.03,26.08,315.00,,,,,,6.00,9.00,-52.00,56.00,-54.00,52.00,-54.00,60.00,-53.00,57.00
2018-12-01,14:15,21.92,26.49,494.00,,,,,,4.00,9.00,-55.00,82.00,-134.00,122.00,-124.00,153.00,-69.00,72.00
2018-12-01,14:30,21.99,27.26,299.00,,,,,,8.00,10.00,-51.00,53.00,-53.00,46.00,-51.00,48.00,-50.00,46.00
2018-12-01,14:45,22.06,26.94,78.00,,,,,,10.00,11.00,-58.00,62.00,-46.00,42.00,-50.00,54.00,-51.00,54.00
2018-12-01,15:00,21.90,26.87,436.00,,,,,,8.00,11.00,-50.00,47.00,-54.00,55.00,-65.00,60.00,-50.00,62.00
2018-12-01,15:15,21.99,26.53,369.00,,,,,,10.00,13.00,-47.00,51.00,-51.00,49.00,-61.00,65.00,-53.00,57.00
2018-12-01,15:30,22.14,26.62,400.00,,,,,,11.00,15.00,-57.00,56.00,-82.00,141.00,-104.00,131.00,-59.00,72.00
2018-12-01,15:45,22.14,26.90,23.00,,,,,,15.00,19.00,-47.00,53.00,-41.00,42.00,-43.00,44.00,-52.00,46.00
2018-12-01,16:00,22.04,26.79,25.00,,,,,,14.00,18.00,-51.00,53.00,-48.00,46.00,-49.00,47.00,-56.00,54.00
2018-12-01,16:15,,,,,,,,,,,,,,,,,,
2018-12-01,16:30,21.81,26.62,26.00,,,,,,14.00,15.00,-61.00,55.00,-54.00,51.00,-51.00,55.00,-59.00,58.00
