Date,Time,avg(temp),avg(humidity),max(pir),max(nearPir),min(ch1),max(ch1),min(ch2),max(ch2),min(als),max(als),min(tp0),max(tp0),min(tp1),max(tp1),min(tp2),max(tp2),min(tp3),max(tp3)
2020-03-01,00:00,21.84,17.45,28.00,,,,,,3.00,3.00,-68.00,52.00,-49.00,48.00,-69.00,53.00,-54.00,64.00
2020-03-01,00:15,21.92,17.26,22.00,,,,,,3.00,3.00,-55.00,64.00,-54.00,44.00,-60.00,50.00,-59.00,54.00
2020-03-01,00:30,21.85,17.03,26.00,,,,,,3.00,3.00,-60.00,51.00,-53.00,48.00,-49.00,50.00,-57.00,53.00
2020-03-01,00:45,21.92,17.36,23.00,,,,,,3.00,3.00,-62.00,59.00,-49.00,46.00,-52.00,44.00,-60.00,67.00
2020-03-01,01:00,21.99,17.18,370.00,,,,,,3.00,3.00,-53.00,51.00,-58.00,69.00,-67.00,85.00,-56.00,77.00
2020-03-01,01:15,21.97,17.14,531.00,,,,,,3.00,3.00,-51.00,45.00,-56.00,65.00,-79.00,104.00,-60.00,65.00
2020-03-01,01:30,21.93,17.04,23.00,,,,,,3.00,3.00,-53.00,61.00,-48.00,47.00,-50.00,53.00,-59.00,60.00
2020-03-01,01:45,21.68,17.18,565.00,,,,,,2.00,3.00,-100.00,129.00,-203.00,343.00,-226.00,259.00,-128.00,127.00
2020-03-01,02:00,21.93,17.35,280.00,,,,,,3.00,3.00,-58.00,58.00,-47.00,48.00,-51.00,53.00,-58.00,57.00
2020-03-01,02:15,22.15,17.29,23.00,,,,,,3.00,3.00,-40.00,47.00,-39.00,41.00,-44.00,39.00,-50.00,46.00
2020-03-01,02:30,22.04,17.02,27.00,,,,,,3.00,3.00,-59.00,46.00,-54.00,42.00,-45.00,42.00,-56.00,59.00
2020-03-01,02:45,21.76,17.07,27.00,,,,,,3.00,3.00,-56.00,54.00,-50.00,49.00,-52.00,51.00,-56.00,55.00
2020-03-01,03:00,21.75,17.43,27.00,,,,,,3.00,3.00,-56.00,61.00,-46.00,46.00,-50.00,59.00,-56.00,56.00
2020-03-01,03:15,21.92,17.40,23.00,,,,,,3.00,3.00,-51.00,54.00,-46.00,50.00,-47.00,49.00,-59.00,59.00
2020-03-01,03:30,21.90,17.03,24.00,,,,,,3.00,3.00,-59.00,55.00,-61.00,76.00,-86.00,88.00,-52.00,58.00
2020-03-01,03:45,21.82,16.93,487.00,,,,,,2.00,3.00,-56.00,56.00,-63.00,70.00,-78.00,81.00,-54.00,70.00
2020-03-01,04:00,21.60,16.78,25.00,,,,,,2.00,2.00,-59.00,55.00,-54.00,49.00,-50.00,59.00,-61.00,55.00
2020-03-01,04:15,21.33,16.63,518.00,,,,,,1.00,2.00,-94.00,101.00,-223.00,277.00,-212.00,216.00,-83.00,90.00
2020-03-01,04:30,21.18,16.60,25.00,,,,,,2.00,2.00,,,,,,,,
2020-03-01,04:45,20.99,16.47,25.00,,,,,,2.00,2.00,-59.00,53.00,-49.00,52.00,-49.00,56.00,-58.00,56.00
2020-03-01,05:00,20.80,16.40,22.00,,,,,,2.00,2.00,-51.00,53.00,-54.00,48.00,-54.00,49.00,-56.00,53.00
2020-03-01,05:15,20.88,17.00,45.00,,,,,,2.00,2.00,-57.00,57.00,-50.00,46.00,-55.00,48.00,-56.00,57.00
2020-03-01,05:30,21.05,17.09,21.00,,,,,,2.00,2.00,-47.00,49.00,-45.00,46.00,-49.00,41.00,-51.00,55.00
2020-03-01,05:45,20.98,16.79,22.00,,,,,,2.00,2.00,-51.00,53.00,-51.00,47.00,-59.00,54.00,-54.00,63.00
2020-03-01,06:00,20.85,16.60,25.00,,,,,,2.00,2.00,-58.00,50.00,-52.00,44.00,-46.00,49.00,-58.00,52.00
2020-03-01,06:15,20.66,16.39,22.00,,,,,,2.00,2.00,-51.00,62.00,-50.00,48.00,-52.00,47.00,-58.00,60.00
2020-03-01,06:30,20.66,16.85,20.00,,,,,,2.00,2.00,-56.00,54.00,-48.00,52.00,-54.00,45.00,-56.00,52.00
2020-03-01,06:45,20.96,16.90,24.00,,,,,,2.00,2.00,-52.00,59.00,-56.00,51.00,-46.00,57.00,-55.00,55.00
2020-03-01,07:00,21.05,16.48,22.00,,,,,,2.00,2.00,-55.00,65.00,-49.00,46.00,-48.00,45.00,-55.00,65.00
2020-03-01,07:15,20.97,16.41,24.00,,,,,,2.00,2.00,-53.00,57.00,-63.00,50.00,-45.00,46.00,-59.00,52.00
2020-03-01,07:30,20.79,16.58,24.00,,,,,,2.00,2.00,-59.00,59.00,-49.00,55.00,-48.00,48.00,-53.00,54.00
2020-03-01,07:45,20.81,16.88,23.00,,,,,,2.00,2.00,-55.00,53.00,-44.00,53.00,-53.00,56.00,-60.00,53.00
2020-03-01,08:00,21.06,16.87,27.00,,,,,,2.00,2.00,-58.00,54.00,-48.00,47.00,-51.00,48.00,-64.00,54.00
2020-03-01,08:15,21.03,16.56,29.00,,,,,,2.00,2.00,-53.00,56.00,-47.00,52.00,-46.00,54.00,-50.00,59.00
2020-03-01,08:30,20.92,16.55,27.00,,,,,,2.00,2.00,-60.00,53.00,-49.00,49.00,-49.00,60.00,-58.00,54.00
2020-03-01,08:45,20.71,16.62,23.00,,,,,,2.00,2.00,-54.00,60.00,-45.00,45.00,-55.00,48.00,-59.00,57.00
2020-03-01,09:00,20.76,16.99,45.00,,,,,,2.00,2.00,-59.00,58.00,-55.00,48.00,-49.00,52.00,-57.00,55.00
2020-03-01,09:15,21.06,16.96,23.00,,,,,,2.00,2.00,-56.00,49.00,-48.00,45.00,-44.00,45.00,-52.00,51.00
2020-03-01,09:30,21.04,16.59,21.00,,,,,,2.00,2.00,-54.00,48.00,-49.00,44.00,-43.00,47.00,-72.00,53.00
2020-03-01,09:45,20.96,16.50,20.00,,,,,,2.00,2.00,-63.00,58.00,-53.00,48.00,-47.00,48.00,-58.00,59.00
2020-03-01,10:00,20.77,16.56,22.00,,,,,,2.00,2.00,-51.00,58.00,-48.00,51.00,-52.00,52.00,-50.00,52.00
2020-03-01,10:15,20.77,16.88,22.00,,,,,,2.00,2.00,-58.00,56.00,-52.00,51.00,-53.00,50.00,-65.00,70.00
2020-03-01,10:30,20.98,16.90,22.00,,,,,,2.00,2.00,-57.00,48.00,-49.00,49.00,-45.00,50.00,-57.00,57.00
2020-03-01,10:45,21.03,16.51,25.00,,,,,,2.00,2.00,-57.00,54.00,-49.00,48.00,-46.00,46.00,-54.00,52.00
2020-03-01,11:00,20.90,16.47,23.00,,,,,,2.00,2.00,-58.00,54.00,-47.00,51.00,-53.00,48.00,-52.00,57.00
2020-03-01,11:15,20.70,16.43,24.00,,,,,,2.00,2.00,-56.00,59.00,-45.00,44.00,-52.00,50.00,-61.00,57.00
2020-03-01,11:30,20.74,16.76,23.00,,,,,,2.00,3.00,-56.00,64.00,-55.00,46.00,-52.00,60.00,-57.00,58.00
2020-03-01,11:45,21.03,16.61,24.00,,,,,,3.00,5.00,-54.00,50.00,-53.00,47.00,-49.00,49.00,-57.00,62.00
2020-03-01,12:00,21.02,16.30,19.00,,,,,,5.00,7.00,-56.00,54.00,-44.00,43.00,-47.00,46.00,-52.00,49.00
2020-03-01,12:15,20.94,16.28,24.00,,,,,,7.00,10.00,-58.00,49.00,-48.00,48.00,-45.00,47.00,-56.00,51.00
2020-03-01,12:30,20.75,16.31,31.00,,,,,,10.00,19.00,-55.00,54.00,-53.00,50.00,-51.00,53.00,-64.00,59.00
2020-03-01,12:45,20.81,16.67,24.00,,,,,,20.00,27.00,-61.00,57.00,-49.00,50.00,-52.00,55.00,-54.00,54.00
2020-03-01,13:00,21.07,16.64,27.00,,,,,,21.00,29.00,-57.00,57.00,-49.00,47.00,-66.00,50.00,-64.00,51.00
2020-03-01,13:15,21.09,16.31,23.00,,,,,,23.00,38.00,-54.00,53.00,-53.00,47.00,-56.00,51.00,-54.00,53.00
2020-03-01,13:30,21.02,16.30,349.00,,,,,,29.00,47.00,-56.00,53.00,-50.00,65.00,-51.00,58.00,-56.00,51.00
2020-03-01,13:45,21.01,16.50,371.00,,,,,,25.00,56.00,-78.00,93.00,-153.00,245.00,-157.00,250.00,-72.00,98.00
2020-03-01,14:00,21.20,16.52,328.00,,,,,,35.00,61.00,-49.00,51.00,-48.00,52.00,-60.00,70.00,-59.00,48.00
2020-03-01,14:15,21.21,16.46,271.00,,,,,,55.00,65.00,-56.00,48.00,-53.00,39.00,-40.00,46.00,-45.00,43.00
2020-03-01,14:30,21.14,16.37,22.00,,,,,,63.00,70.00,-55.00,52.00,-46.00,42.00,-50.00,47.00,-48.00,52.00
2020-03-01,14:45,21.00,16.32,23.00,,,,,,68.00,74.00,-58.00,58.00,-54.00,46.00,-50.00,45.00,-56.00,57.00
2020-03-01,15:00,20.75,16.66,335.00,,,,,,62.00,75.00,-56.00,50.00,-57.00,53.00,-74.00,49.00,-54.00,62.00
2020-03-01,15:15,20.91,16.88,23.00,,,,,,75.00,81.00,-52.00,54.00,-48.00,46.00,-51.00,50.00,-56.00,54.00
2020-03-01,15:30,21.06,16.78,25.00,,,,,,81.00,83.00,-49.00,55.00,-47.00,49.00,-51.00,50.00,-52.00,51.00
2020-03-01,15:45,21.07,16.58,27.00,,,,,,83.00,84.00,-56.00,57.00,-50.00,51.00,-52.00,54.00,-57.00,60.00
2020-03-01,16:00,21.03,16.60,,,,,,,,,,,,,,,,
2020-03-01,16:15,21.00,16.69,301.00,,,,,,59.00,92.00,-58.00,58.00,-49.00,57.00,-61.00,57.00,-59.00,63.00
2020-03-01,16:30,21.20,17.03,23.00,,,,,,92.00,94.00,-54.00,63.00,-52.00,50.00,-55.00,49.00,-56.00,56.00
2020-03-01,16:45,21.35,17.75,287.00,,,,,,70.00,93.00,-55.00,58.00,-50.00,57.00,-54.00,62.00,-60.00,58.00
2020-03-01,17:00,21.38,18.03,24.00,,,,,,71.00,82.00,-49.00,60.00,-54.00,58.00,-58.00,49.00,-58.00,54.00
2020-03-01,17:15,21.33,17.88,31.00,,,,,,66.00,71.00,-53.00,58.00,-46.00,46.00,-55.00,45.00,-49.00,53.00
2020-03-01,17:30,21.24,17.70,30.00,,,,,,58.00,66.00,-65.00,55.00,-54.00,53.00,-50.00,50.00,-54.00,52.00
2020-03-01,17:45,21.09,17.56,229.00,,,,,,45.00,58.00,-59.00,51.00,-51.00,51.00,-60.00,53.00,-60.00,57.00
2020-03-01,18:00,21.05,17.65,303.00,,,,,,41.00,51.00,,,,,,,,
2020-03-01,18:15,21.57,17.88,25.00,,,,,,50.00,54.00,-63.00,55.00,-55.00,53.00,-66.00,56.00,-57.00,57.00
2020-03-01,18:30,22.01,17.54,22.00,,,,,,50.00,52.00,-54.00,51.00,-49.00,49.00,-48.00,44.00,-60.00,52.00
2020-03-01,18:45,22.05,17.22,21.00,,,,,,49.00,50.00,-57.00,55.00,-55.00,48.00,-50.00,59.00,-56.00,53.00
2020-03-01,19:00,22.00,17.20,25.00,,,,,,46.00,50.00,-51.00,67.00,-51.00,45.00,-51.00,47.00,-58.00,55.00
2020-03-01,19:15,21.89,17.30,25.00,,,,,,45.00,46.00,-55.00,55.00,-43.00,50.00,-54.00,46.00,-57.00,54.00
2020-03-01,19:30,,,,,,,,,,,,,,,,,,
2020-03-01,19:45,21.78,17.26,248.00,,,,,,29.00,45.00,-73.00,63.00,-135.00,96.00,-129.00,127.00,-65.00,61.00
2020-03-01,20:00,22.18,17.74,358.00,,,,,,22.00,33.00,-94.00,90.00,-156.00,225.00,-180.00,180.00,-80.00,95.00
2020-03-01,20:15,22.38,17.43,323.00,,,,,,22.00,31.00,-50.00,53.00,-75.00,144.00,-105.00,172.00,-52.00,68.00
2020-03-01,20:30,22.43,17.14,23.00,,,,,,27.00,30.00,-43.00,43.00,-41.00,38.00,-41.00,44.00,-45.00,52.00
2020-03-01,20:45,22.25,17.09,21.00,,,,,,23.00,27.00,-53.00,55.00,-45.00,42.00,-45.00,48.00,-54.00,55.00
2020-03-01,21:00,21.98,17.10,23.00,,,,,,22.00,24.00,-53.00,53.00,-47.00,43.00,-47.00,56.00,-49.00,50.00
2020-03-01,21:15,21.76,17.21,267.00,,,,,,19.00,24.00,-52.00,48.00,-57.00,46.00,-53.00,47.00,-62.00,59.00
2020-03-01,21:30,22.02,17.54,407.00,,,,,,18.00,24.00,-75.00,133.00,-150.00,239.00,-165.00,234.00,-73.00,138.00
2020-03-01,21:45,22.10,17.28,28.00,,,,,,16.00,23.00,-53.00,49.00,-43.00,45.00,-52.00,49.00,-50.00,52.00
2020-03-01,22:00,21.97,17.26,228.00,,,,,,6.00,15.00,-66.00,150.00,-97.00,209.00,-95.00,173.00,-64.00,82.00
2020-03-01,22:15,21.76,17.78,443.00,,,,,,5.00,9.00,-50.00,51.00,-68.00,83.00,-71.00,77.00,-57.00,58.00
2020-03-01,22:30,21.78,18.00,476.00,,,,,,4.00,6.00,-53.00,48.00,-64.00,84.00,-65.00,92.00,-351.00,65.00
2020-03-01,22:45,22.29,18.87,164.00,,,,,,3.00,4.00,-48.00,50.00,-48.00,67.00,-54.00,44.00,-54.00,50.00
2020-03-01,23:00,22.38,19.65,266.00,,,,,,2.00,3.00,-47.00,51.00,-52.00,56.00,-47.00,55.00,-53.00,47.00
2020-03-01,23:15,22.36,19.17,457.00,,,,,,2.00,3.00,-50.00,46.00,-51.00,75.00,-55.00,47.00,-52.00,46.00
2020-03-01,23:30,22.31,18.50,501.00,,,,,,2.00,3.00,-50.00,46.00,-50.00,60.00,-48.00,49.00,-53.00,49.00
2020-03-01,23:45,22.11,18.90,283.00,,,,,,2.00,3.00,-117.00,154.00,-181.00,303.00,-196.00,264.00,-97.00,147.00
2020-03-02,00:00,22.00,19.10,356.00,,,,,,2.00,3.00,-48.00,42.00,-45.00,49.00,-73.00,43.00,-53.00,47.00
2020-03-02,00:15,21.93,19.05,513.00,,,,,,2.00,3.00,-48.00,50.00,-51.00,74.00,-79.00,65.00,-55.00,59.00
2020-03-02,00:30,21.76,18.80,450.00,,,,,,2.00,3.00,-136.00,142.00,-195.00,295.00,-174.00,235.00,-93.00,148.00
2020-03-02,00:45,21.73,18.88,389.00,,,,,,3.00,3.00,-49.00,50.00,-57.00,78.00,-58.00,92.00,-57.00,89.00
2020-03-02,01:00,21.99,18.88,421.00,,,,,,3.00,3.00,-56.00,47.00,-73.00,53.00,-48.00,77.00,-56.00,55.00
2020-03-02,01:15,22.00,18.46,22.00,,,,,,3.00,3.00,-50.00,47.00,-46.00,50.00,-46.00,45.00,-53.00,54.00
2020-03-02,01:30,21.92,18.24,20.00,,,,,,3.00,3.00,-52.00,44.00,-50.00,41.00,-42.00,44.00,-51.00,56.00
2020-03-02,01:45,21.70,18.31,410.00,,,,,,3.00,3.00,-61.00,56.00,-49.00,52.00,-59.00,64.00,-60.00,76.00
2020-03-02,02:00,21.73,18.55,115.00,,,,,,3.00,3.00,-53.00,59.00,-58.00,59.00,-57.00,66.00,-62.00,59.00
2020-03-02,02:15,22.05,18.31,216.00,,,,,,3.00,3.00,-58.00,55.00,-48.00,50.00,-48.00,49.00,-54.00,60.00
2020-03-02,02:30,22.04,17.88,24.00,,,,,,3.00,3.00,-59.00,66.00,-46.00,41.00,-49.00,50.00,-60.00,50.00
2020-03-02,02:45,21.91,17.85,25.00,,,,,,3.00,3.00,-54.00,58.00,-58.00,49.00,-51.00,50.00,-50.00,51.00
2020-03-02,03:00,21.96,18.06,23.00,,,,,,3.00,3.00,-55.00,55.00,-43.00,58.00,-52.00,49.00,-132.00,57.00
2020-03-02,03:15,21.84,17.89,24.00,,,,,,3.00,3.00,-58.00,51.00,-55.00,48.00,-50.00,53.00,-58.00,53.00
2020-03-02,03:30,21.70,17.94,138.00,,,,,,3.00,3.00,-56.00,53.00,-49.00,45.00,-55.00,52.00,-54.00,60.00
2020-03-02,03:45,21.60,18.18,250.00,,,,,,3.00,3.00,-49.00,49.00,-48.00,52.00,-50.00,52.00,-52.00,52.00
2020-03-02,04:00,21.53,18.53,353.00,,,,,,0.00,3.00,-145.00,180.00,-271.00,409.00,-285.00,346.00,-117.00,170.00
2020-03-02,04:15,21.43,18.20,22.00,,,,,,0.00,0.00,-53.00,56.00,-45.00,44.00,-58.00,45.00,-53.00,48.00
2020-03-02,04:30,21.26,18.10,32.00,,,,,,0.00,0.00,-55.00,54.00,-54.00,50.00,-56.00,53.00,-67.00,57.00
2020-03-02,04:45,21.10,18.17,27.00,,,,,,0.00,0.00,-52.00,48.00,-44.00,43.00,-54.00,42.00,-49.00,54.00
