Date,Time,avg(temp),avg(humidity),max(pir),max(nearPir),min(ch1),max(ch1),min(ch2),max(ch2),min(als),max(als),min(tp0),max(tp0),min(tp1),max(tp1),min(tp2),max(tp2),min(tp3),max(tp3)
2019-08-01,00:00,23.37,53.19,343.00,,,,,,3.00,4.00,-71.00,111.00,-126.00,234.00,-121.00,170.00,-67.00,95.00
2019-08-01,00:15,23.56,52.24,230.00,,,,,,2.00,4.00,-52.00,50.00,-44.00,42.00,-53.00,61.00,-52.00,51.00
2019-08-01,00:30,23.48,51.39,209.00,,,,,,2.00,2.00,-52.00,44.00,-49.00,41.00,-43.00,60.00,-53.00,54.00
2019-08-01,00:45,23.36,51.62,211.00,,,,,,2.00,2.00,-49.00,60.00,-46.00,46.00,-55.00,66.00,-57.00,59.00
2019-08-01,01:00,23.21,51.16,25.00,,,,,,2.00,2.00,-66.00,51.00,-47.00,48.00,-58.00,46.00,-64.00,55.00
2019-08-01,01:15,23.06,51.38,260.00,,,,,,2.00,4.00,-59.00,51.00,-46.00,53.00,-58.00,79.00,-59.00,57.00
2019-08-01,01:30,,,,,,,,,,,,,,,,,,
2019-08-01,01:45,22.95,51.51,251.00,,,,,,3.00,4.00,-63.00,54.00,-53.00,46.00,-57.00,56.00,-55.00,58.00
2019-08-01,02:00,22.85,51.51,22.00,,,,,,3.00,3.00,-54.00,53.00,-56.00,55.00,-51.00,73.00,-55.00,59.00
2019-08-01,02:15,22.75,51.82,293.00,,,,,,3.00,3.00,-55.00,52.00,-56.00,45.00,-63.00,45.00,-58.00,57.00
2019-08-01,02:30,22.77,51.83,24.00,,,,,,3.00,3.00,-53.00,64.00,-52.00,47.00,-61.00,49.00,-60.00,49.00
2019-08-01,02:45,22.70,51.90,24.00,,,,,,3.00,3.00,-57.00,58.00,-50.00,52.00,-50.00,51.00,-58.00,62.00
2019-08-01,03:00,22.64,52.31,478.00,,,,,,2.00,3.00,-72.00,94.00,-175.00,215.00,-215.00,161.00,-60.00,59.00
